"ID"	"Type"	"Name"	"Documentation"	"Specialization"
"id-b1f0a70c636b4612a7d95e63c91c5072"	"TechnologyFunction"	"Definición de Estándares"	""	""
"id-6c5092a485734e05b8f68f26f2652c85"	"TechnologyFunction"	"Detección de Alertas"	""	""
"id-4c463438a02d43c8b4d55c9c45850cf1"	"TechnologyFunction"	"Enlace de Datos con Terceros"	""	""
"id-6afde3d1fe594f55a9cd414eda5705e4"	"TechnologyFunction"	"Enlaces de Comunicación"	""	""
"id-5900a8d52bfd4af48a8f360b1c874b2b"	"TechnologyFunction"	"Enmascaramiento de datos"	""	""
"id-5e8ed4643f6047278462bd8271f9c16b"	"TechnologyFunction"	"Estándares Tecnológicos"	""	""
"id-60652d813ec444e5a3184ab0ef97687b"	"TechnologyFunction"	"Gestión de Certificados y DNS"	""	""
"id-996995356116460bb837b8dcff56028a"	"TechnologyFunction"	"Gestión de Ciberseguridad"	""	""
"id-368ed28bd6574113b9d99e62db557899"	"TechnologyFunction"	"Gestión de Correo"	""	""
"id-e983d9a8f9f247879fe0ae8dada7acf0"	"TechnologyFunction"	"Gestión de Entidades"	""	""
"id-ea93fd36ab234bf8bed04f1e61ec54ab"	"TechnologyFunction"	"Gestión de Identidad"	""	""
"id-2df51623ecd943b1a1411c84b828934b"	"TechnologyFunction"	"Gestión de Identidades"	""	""
"id-882559e7d5cc42c3876174fcb3fd91a3"	"TechnologyFunction"	"Gestión de Licenciamiento"	""	""
"id-9c862f3694224bf68a1ab6cf2de69d43"	"TechnologyFunction"	"Gestión de Pistas de Auditoría"	""	""
"id-ab8cf14ceda14a35a97d69c6499634fb"	"TechnologyFunction"	"Gestión de Vulnerabilidades"	""	""
"id-a6e7a34317f344e4ac6e59bf18b257d9"	"TechnologyFunction"	"Grabación de Llamadas"	""	""
"id-12158c3fc41a4afda27ca39e1998153b"	"TechnologyFunction"	"Hypervision"	""	""
"id-0792aac605b24c09a0b819b03aee6acb"	"TechnologyFunction"	"Motores BD"	""	""
"id-34fd6363a7fa4330bff4fe96110789d5"	"TechnologyFunction"	"Perfilamiento y Gestión de Roles Core Bancario"	""	""
"id-bf7c3484622440ad85c3270f8b3d656e"	"TechnologyFunction"	"Permisos Accesos Navegación"	""	""
"id-3a0f8817a07c4359b525292be90a35e1"	"TechnologyFunction"	"Portales"	""	""
"id-0452a4aca7354a54ab94e84cf7e08cdf"	"TechnologyFunction"	"Publicación de Servicios"	""	""
"id-2ca5419aef0b477c84379ff52dbb455b"	"TechnologyFunction"	"Redes"	""	""
"id-c22dd592cd9e473189aa16be778b5aae"	"TechnologyFunction"	"Replicación"	""	""
"id-adb0788125de434fb5f64bf5e3885d44"	"TechnologyFunction"	"Reportería"	""	""
"id-881cd3373d7844d399540cb8bf4f833a"	"TechnologyFunction"	"Repositorios"	""	""
"id-57b0687f315848609dbf2b60f335159c"	"TechnologyFunction"	"Respaldos y Recuperaciones"	""	""
"id-5568aac7570746de8c7ddf0021b3363f"	"TechnologyFunction"	"Sockets"	""	""
"id-fb55c3fc7ca146b5bb44f19433a6c072"	"TechnologyFunction"	"SSO"	""	""
"id-9d51769bfb5a4fb7b1a40aaf0eca283b"	"TechnologyFunction"	"Web Services Conectividad"	""	""
"id-e58960befe694a7780921075d193ab18"	"TechnologyFunction"	"Web Services Externos"	""	""
"id-199efac4746b402bbc3b3b7eb2932b3a"	"TechnologyFunction"	"WebServices"	""	""
"id-010f156c59dd42a6bf3464277229321c"	"TechnologyInterface"	"Comisiones SINPE"	""	""
"id-19a480c9ef6f4867854a05f974c3f939"	"TechnologyInterface"	"Integración con redes sociales"	""	""
"id-8fd023b0eee34254abfec16963a2ac42"	"TechnologyInterface"	"Interconexión Almacenamiento con servidores"	""	""
"id-0f4efa77c289407f9c06f0c55ae4f741"	"TechnologyInterface"	"Tramas Evertec"	""	""
"id-a4992d4d81514a1ab8d6a9a6b9ae509e"	"TechnologyProcess"	"CISCO HA"	""	""
"id-405e2acf46ee47a39736f671f21fc5d8"	"TechnologyProcess"	"Oracle Standby"	""	""
"id-6b3d8fa0bd6a42d087972cb06f577be9"	"TechnologyProcess"	"Replicación Nativa Windows"	""	""
"id-1d3eb43020d5494fbb2d78dae48848f7"	"TechnologyProcess"	"SQL Mirroring"	""	""
"id-d6183782cfb5486f89da9d037ae8f437"	"TechnologyProcess"	"WebLogic Resync"	""	""
"id-c8d6c7c8b2e04d8cb298a9d6318dbf5f"	"TechnologyService"	"Empleados"	""	""
"id-3c10002d53334657af25d7a5ceaff8db"	"TechnologyService"	"Hardware Motores de Bases de datos"	""	""
"id-937bb8315c8a4f67bf192088a6eb1d6c"	"TechnologyService"	"Hardware Respaldos"	""	""
"id-aa7f3f63a5f04c3680e2300e34a97ba5"	"TechnologyService"	"LDAP"	""	""
"id-bbf2ecd206764b07a4a51d93479027e6"	"TechnologyService"	"Modelado de datos"	""	""
"id-868dcc15cd2440c2b1058576f4bce013"	"TechnologyService"	"Modelos Predictivos"	""	""
"id-6f2636f7953446edbd03677437a96b91"	"TechnologyService"	"MSA"	""	""
"id-0f5a2d449bd4459e96416906d7b8c049"	"TechnologyService"	"Netbackup"	""	""
"id-1480254b33514e94b3aa751d6587e96a"	"TechnologyService"	"Oracle Web Logic"	""	""
"id-8cf4a253bc7b4a41870ae4d57ffa053e"	"TechnologyService"	"Programación"	""	""
"id-8a9d93d7eb8a4ed682056596b9c6100f"	"TechnologyService"	"Pure Storage"	""	""
"id-bd216dd5340744b69455f87ec6a08243"	"TechnologyService"	"Usuarios Asociados"	""	""
